"","wHI","w0","Harmful Intent","Self Interest"
"110",0.07,-0.5,159.512387461392,107.301367440764
"111",0.07,0,139.81814729557,98.4631911057692
"112",0.07,0.5,134.019684628771,94.9302621344176
"113",0.07,1,161.911549987524,81.2293013524769
"114",0.07,1.5,156.183510638298,77.7847803794223
"115",0.07,2,142.282967623439,71.8290362602531
"116",0.07,2.5,147.871183473073,61.3342330167596
"117",0.07,3,145.828873792586,56.0232822342602
"118",0.07,3.5,143.438921949928,50.6126846220678
"119",0.07,4,143.426365444841,47.6216462094283
"120",0.08,-4,134.667395445271,71.9035085505766
"121",0.08,-3.5,130.428578536246,76.1705020920502
"122",0.08,-3,124.460139278464,80.1913469291865
"123",0.08,-2.5,148.348155978442,91.1320959362798
"124",0.08,-2,125.732094757925,98.3421841214011
"125",0.08,-1.5,128.956476738992,100.167513660158
"126",0.08,-1,124.024874200209,106.516760798017
"127",0.08,-0.5,151.216197508076,99.4197476926438
"128",0.08,0,139.351690410376,102.341113621777
"129",0.08,0.5,136.120457604307,93.0903559010022
"130",0.08,1,153.074352021189,86.5317887020449
"131",0.08,1.5,143.77878061248,80.3328924675694
"132",0.08,2,138.051022579103,72.221089623572
"133",0.08,2.5,144.013527410806,58.3518825859023
"134",0.08,3,141.709191395878,54.6246742086615
"135",0.08,3.5,134.441971383148,51.3969709422515
"136",0.08,4,147.03120232604,48.8901869158878
"137",0.09,-4,123.492035975195,71.5645529037669
"138",0.09,-3.5,135.462087952973,73.5338305370765
"139",0.09,-3,120.102808448252,77.5840392838371
"140",0.09,-2.5,130.931746260069,89.1884498976614
"141",0.09,-2,121.551604222037,94.2784516589368
"142",0.09,-1.5,122.919476115543,100.578729281768
"143",0.09,-1,121.974874371859,106.581720604976
"144",0.09,-0.5,146.587889524116,100.721712068237
"145",0.09,0,148.757274765982,101.821969908832
"146",0.09,0.5,150.52712088639,92.7926091111819
"147",0.09,1,141.751182573826,87.7465386515569
"148",0.09,1.5,148.552602052265,79.5627376425855
"149",0.09,2,148.753223053457,68.9861305847133
"150",0.09,2.5,134.379946688538,64.6238996737108
"151",0.09,3,143.698075974346,56.1597667818361
"152",0.09,3.5,141.086851690792,50.8167561594975
"153",0.09,4,140.42661238483,47.1255656360759
"154",0.1,-4,122.981062255115,73.7191103372174
"155",0.1,-3.5,132.807335731293,73.5463736352526
"156",0.1,-3,116.663047115871,77.0440983537179
"157",0.1,-2.5,126.624366512034,92.0905939501924
"158",0.1,-2,115.843962554973,91.5046578127269
"159",0.1,-1.5,111.711473688517,97.7449361736399
"160",0.1,-1,109.810679619784,107.06944464866
"161",0.1,-0.5,136.968216283094,103.355985181938
"162",0.1,0,138.773639041289,105.51031644836
"163",0.1,0.5,155.575469548208,95.9442228159426
"164",0.1,1,148.203233298131,90.1628202923474
"165",0.1,1.5,143.726753570301,78.5345715997603
"166",0.1,2,148.698209144187,69.4849573360023
"167",0.1,2.5,141.837081411681,63.7682329852229
"168",0.1,3,145.976665864806,56.4245372363323
"169",0.1,3.5,141.967047630601,50.0291226042555
"170",0.1,4,136.337084121248,48.5010556883954
"171",0.11,-4,119.732207452445,70.4037599033168
"172",0.11,-3.5,134.127203403879,74.1454623209213
"173",0.11,-3,119.524325389009,81.1734630052355
"174",0.11,-2.5,120.766757267241,91.7059403003453
"175",0.11,-2,109.385468146791,91.7429124974102
"176",0.11,-1.5,113.902488620544,96.1164535947003
"177",0.11,-1,114.558526370253,110.774917853231
"178",0.11,-0.5,133.439006065493,105.517960904783
"179",0.11,0,140.726942435538,96.7944467008825
"180",0.11,0.5,161.859965423561,88.6714923555676
"181",0.11,1,130.324832214765,91.8119299150065
"182",0.11,1.5,149.174767999527,80.9783817445843
"183",0.11,2,147.173840791908,72.9503917611609
"184",0.11,2.5,147.173840791908,64.044917467915
"185",0.11,3,137.205645904165,56.9681749906121
"186",0.11,3.5,131.684161033909,51.6594988633461
"187",0.11,4,144.674787415341,48.3525896414343
"188",0.12,-4,119.995276144162,68.7043715274138
"189",0.12,-3.5,125.595474223426,75.7598281745628
"190",0.12,-3,118.397177419355,82.7761421377499
"191",0.12,-2.5,124.205393337642,90.5785313576739
"192",0.12,-2,102.765250824793,99.5073001566922
"193",0.12,-1.5,109.35772437764,95.9862385321101
"194",0.12,-1,133.126748203806,101.88037775446
"195",0.12,-0.5,119.428489164583,106.946964751958
"196",0.12,0,146.722113393407,104.668611921634
"197",0.12,0.5,146.360369735963,95.3427778359694
"198",0.12,1,138.686420233792,89.7984993642303
"199",0.12,1.5,145.989672900944,78.4634890380913
"200",0.12,2,146.224196556863,74.9959662423115
"201",0.12,2.5,130.362161871856,65.1947623031462
"202",0.12,3,126.966577291466,58.285715810322
"203",0.12,3.5,129.159793540148,51.7303273583766
"204",0.12,4,124.961341115321,49.1955267171905
"205",0.13,-4,119.91623423674,69.5803442224206
"206",0.13,-3.5,126.039913764421,74.662415027017
"207",0.13,-3,111.004573170732,81.3818135759912
"208",0.13,-2.5,120.658033301176,91.2199996937857
"209",0.13,-2,99.1071793126914,95.9075769460412
"210",0.13,-1.5,112.59219172787,98.6025917049193
"211",0.13,-1,146.224196556863,95.6304828721349
"212",0.13,-0.5,113.53153437192,104.474892395983
"213",0.13,0,151.8289080762,104.823971427246
"214",0.13,0.5,151.329327877786,95.4212099548789
"215",0.13,1,146.646930884485,87.0139767571852
"216",0.13,1.5,153.662602579132,80.622248247305
"217",0.13,2,148.295454545455,69.9289156163705
"218",0.13,2.5,123.046868399362,64.9321917021032
"219",0.13,3,126.119227779018,56.0383718225846
"220",0.13,3.5,120.929653248306,52.3250717166241
"221",0.13,4,115.835772461186,47.8858492296204
"222",0.14,-4,116.884638638556,71.6694224636825
"223",0.14,-3.5,125.758151423045,74.5523419503455
"224",0.14,-3,106.83347162202,84.4233670105669
"225",0.14,-2.5,108.854042095193,94.3446828358209
"226",0.14,-2,104.799666110184,93.362480127186
"227",0.14,-1.5,118.731147380607,90.9859655504172
"228",0.14,-1,140.95849132897,95.1572763545339
"229",0.14,-0.5,116.889641949436,109.980214767939
"230",0.14,0,160.805140888614,95.8144736842105
"231",0.14,0.5,145.743259020404,94.1166586964108
"232",0.14,1,154.517976418108,89.6079444772593
"233",0.14,1.5,145.864900957044,78.1421286266336
"234",0.14,2,125.337742214334,70.5003227194492
"235",0.14,2.5,123.363720727114,65.076682471514
"236",0.14,3,113.559665647807,54.7857293328117
"237",0.14,3.5,117.140354796908,50.4875647492766
"238",0.14,4,110.323646059888,47.9556482091936
"239",0.15,-4,118.066995265581,73.2209831977557
"240",0.15,-3.5,122.557896862798,77.2056536736156
"241",0.15,-3,110.727940865892,83.7106910205646
"242",0.15,-2.5,120.505616428029,89.3124247065942
"243",0.15,-2,100.547867444001,88.9053334707986
"244",0.15,-1.5,121.795569894312,91.1376720901126
"245",0.15,-1,141.653139785458,91.8283963227783
"246",0.15,-0.5,120.783450055289,107.377315087885
"247",0.15,0,168.270363951473,103.701881084092
"248",0.15,0.5,153.951735850918,106.267876948223
"249",0.15,1,139.577543079489,91.1376720901126
"250",0.15,1.5,145.565540708625,73.7781985570174
"251",0.15,2,134.019684628771,69.1837038460199
"252",0.15,2.5,119.913601299823,65.0675723975791
"253",0.15,3,115.607938739546,56.0117908584097
"254",0.15,3.5,116.363316767606,51.9418833847571
"255",0.15,4,116.035941926346,49.7003740205848
"256",0.16,-4,112.917126119917,68.23483233104
"257",0.16,-3.5,115.331253266602,75.2176922043982
"258",0.16,-3,106.027185835668,82.6378451171658
"259",0.16,-2.5,114.675590551181,85.7031328666573
"260",0.16,-2,102.016129659926,86.7192244941706
"261",0.16,-1.5,107.535885167464,91.2291422772659
"262",0.16,-1,143.992011319494,90.7048970909207
"263",0.16,-0.5,129.159793540148,102.641643591896
"264",0.16,0,154.277542372881,104.295994754733
"265",0.16,0.5,152.304184948316,94.2064900995436
"266",0.16,1,138.938390795825,93.7890954261124
"267",0.16,1.5,148.485287887061,73.4514166977678
"268",0.16,2,129.289998027224,71.0737447131548
"269",0.16,2.5,119.540022325826,61.108220603538
"270",0.16,3,115.745757802676,58.6025961902156
"271",0.16,3.5,128.908536585366,53.95776387288
"272",0.16,4,112.807506144959,51.4089451129925
"273",0.17,-4,107.944677963422,66.2603985101367
"274",0.17,-3.5,113.744932104079,72.8270918990999
"275",0.17,-3,99.5322355042364,80.5034080956551
"276",0.17,-2.5,118.089971458225,84.6290824944086
"277",0.17,-2,102.168805800527,93.0084469144353
"278",0.17,-1.5,110.66717325228,91.2518796992481
"279",0.17,-1,126.243857523438,98.9484189293651
"280",0.17,-0.5,122.313838275063,97.8019698552455
"281",0.17,0,154.218004348604,102.389559989751
"282",0.17,0.5,150.651688182721,99.9450994386417
"283",0.17,1,134.601845157898,86.3945614102157
"284",0.17,1.5,135.047013029296,77.7490684290885
"285",0.17,2,118.538729369206,70.7634018036072
"286",0.17,2.5,109.214848143982,63.6618757868233
"287",0.17,3,113.682780823985,56.81000399612
"288",0.17,3.5,116.163664368933,53.6071503356934
"289",0.17,4,110.392032017464,49.5180204004533
"290",0.18,-4,103.414698034339,71.7775083537866
"291",0.18,-3.5,108.093696344543,71.6687954647851
"292",0.18,-3,95.1683308066286,76.2226814962823
"293",0.18,-2.5,111.623949966276,84.4924812030075
"294",0.18,-2,107.922813824085,87.865003137217
"295",0.18,-1.5,109.108662319219,94.3028703645081
"296",0.18,-1,121.165077621924,96.1625709439433
"297",0.18,-0.5,116.742016160062,105.386291457286
"298",0.18,0,146.8125,99.3534312863458
"299",0.18,0.5,148.917155770057,101.818806085162
"300",0.18,1,120.014833127318,90.8471028555586
"301",0.18,1.5,131.132160414903,74.3243994188967
"302",0.18,2,110.305077556956,72.1952331852792
"303",0.18,2.5,109.72684274413,62.1324881778088
"304",0.18,3,111.59505922258,56.3702296281069
"305",0.18,3.5,112.947484161835,52.7527802283426
"306",0.18,4,100.85982418773,49.5812941487096
"307",0.19,-4,98.3669818131605,73.8083600619864
"308",0.19,-3.5,108.852053315617,72.9711042127813
"309",0.19,-3,93.4908701854493,82.5304497189257
"310",0.19,-2.5,108.073732171745,83.9680973734785
"311",0.19,-2,116.272480666228,86.5674500438536
"312",0.19,-1.5,106.967213114754,87.5439976810634
"313",0.19,-1,111.692435118719,97.3986253018763
"314",0.19,-0.5,141.419304999309,101.810581063699
"315",0.19,0,138.562388604991,102.753166690446
"316",0.19,0.5,142.402612640801,104.10464298025
"317",0.19,1,133.622651203758,90.386649656932
"318",0.19,1.5,134.441695591168,77.384697130712
"319",0.19,2,120.61206799774,70.9218407596786
"320",0.19,2.5,112.930551702391,63.2111813702985
"321",0.19,3,116.839419806174,55.3927021069429
"322",0.19,3.5,103.43673255513,52.7429308146946
"323",0.19,4,94.219898328867,49.8528462031734
"324",0.2,-4,99.6169578243204,70.2377622377622
"325",0.2,-3.5,101.516777962108,76.1482877496221
"326",0.2,-3,95.2891296667059,80.479682094873
"327",0.2,-2.5,111.76100435877,87.922055272337
"328",0.2,-2,111.777778535807,85.4366666492848
"329",0.2,-1.5,112.82945195928,89.4807049545613
"330",0.2,-1,110.952892876793,99.6155950752394
"331",0.2,-0.5,152.945747831383,104.438930640812
"332",0.2,0,150.219700876741,98.6085260878789
"333",0.2,0.5,127.191303875295,107.884439688876
"334",0.2,1,128.586059743954,95.8755873627049
"335",0.2,1.5,124.548837315373,76.6336529466791
"336",0.2,2,110.611885987416,71.0873130540045
"337",0.2,2.5,108.150777502191,62.6145651706595
"338",0.2,3,100.656585204025,56.6880892656345
"339",0.2,3.5,94.5014015780731,54.3348331206769
"340",0.2,4,91.7752876331739,50.7724666873257
"341",0.21,-4,95.0066394516798,68.0605115253125
"342",0.21,-3.5,103.148903620602,78.0943608467071
"343",0.21,-3,101.001117318436,78.4001311112999
"344",0.21,-2.5,103.289361702128,84.3164903026599
"345",0.21,-2,110.016954843042,86.3061594298326
"346",0.21,-1.5,112.001661129568,91.9359590155655
"347",0.21,-1,114.921923633335,100
"348",0.21,-0.5,142.20640152411,101.825924964925
"349",0.21,0,137.44880046811,113.053670956824
"350",0.21,0.5,128.019401052095,97.2286963449353
"351",0.21,1,129.741495359665,88.6398309898778
"352",0.21,1.5,116.794652229159,78.7872194117986
"353",0.21,2,108.308061986551,73.4638493442439
"354",0.21,2.5,95.7726081727432,65.6029653772387
"355",0.21,3,98.4330223308962,59.6585819672728
"356",0.21,3.5,86.498896608523,53.5433823529412
"357",0.21,4,81.3151704046334,49.8971406470318
"358",0.22,-4,96.4150946171986,66.7781042901277
"359",0.22,-3.5,95.5067297771508,75.4100907170374
"360",0.22,-3,98.9215354798978,80.2387680343203
"361",0.22,-2.5,97.2633275503071,84.6799295551717
"362",0.22,-2,122.925701123899,87.9617053031686
"363",0.22,-1.5,112.494786114844,94.6833947102667
"364",0.22,-1,107.459889321582,103.331052402545
"365",0.22,-0.5,136.947609057247,96.6539784885976
"366",0.22,0,145.857109791598,104.944827067163
"367",0.22,0.5,121.94219304709,99.7672400669813
"368",0.22,1,125.550962076338,91.4142921704393
"369",0.22,1.5,117.306205296733,80.4630822137289
"370",0.22,2,109.110115524656,72.6073093558336
"371",0.22,2.5,103.92635079312,62.0348599468411
"372",0.22,3,90.1300851694105,57.8502482621648
"373",0.22,3.5,87.5228365384615,54.9004644211824
"374",0.22,4,82.7226472418463,50.4549149911773
"375",0.23,-4,84.6431823318588,69.8136020043803
"376",0.23,-3.5,98.6976276281251,76.1673151750973
"377",0.23,-3,94.1809031649862,78.421426725252
"378",0.23,-2.5,93.7504559700969,91.2199996937857
"379",0.23,-2,114.836542555708,85.5045500505561
"380",0.23,-1.5,114.459489432899,94.4425710728367
"381",0.23,-1,106.204503762859,100.655348454318
"382",0.23,-0.5,129.83402538948,95.0838295205265
"383",0.23,0,139.853951358376,102.535655950585
"384",0.23,0.5,119.397157952268,98.8857135959539
"385",0.23,1,120.415943967545,91.0921956636862
"386",0.23,1.5,105.422908700751,84.4641688017775
"387",0.23,2,99.570796540848,71.055944124181
"388",0.23,2.5,96.1118020073796,61.5712351713765
"389",0.23,3,89.1447762168515,59.4829816142802
"390",0.23,3.5,85.0640669536008,55.2602888266239
"391",0.23,4,77.4015136125927,51.1050374298191
"392",0.24,-4,79.2924343394747,66.6892230168389
"393",0.24,-3.5,95.6583994535232,69.7634388914851
"394",0.24,-3,93.9903194578896,77.7749032517614
"395",0.24,-2.5,105.162902200913,85.5799164272656
"396",0.24,-2,107.523182328274,94.7966569464695
"397",0.24,-1.5,108.813015635299,97.315320639512
"398",0.24,-1,105.921798002686,94.2585190948826
"399",0.24,-0.5,122.177024706801,103.65546397916
"400",0.24,0,131.111173350885,106.577560804262
"401",0.24,0.5,124.237179535787,101.814535235074
"402",0.24,1,117.156060064355,91.0697908387018
"403",0.24,1.5,107.554945054945,85.4082745696491
"404",0.24,2,93.7408010801981,76.7355842185129
"405",0.24,2.5,90.7334031100478,67.1160039939579
"406",0.24,3,82.4304862909545,58.0023612625497
"407",0.24,3.5,75.5335063665785,55.3066897557419
"408",0.24,4,77.2468768085279,52.279116145501
"409",0.25,-4,82.3334539369544,69.4837786259542
"410",0.25,-3.5,85.4269778185046,70.8604946614407
"411",0.25,-3,91.2169525731584,80.1701581088107
"412",0.25,-2.5,100.892897004331,87.3675398030477
"413",0.25,-2,103.847305697594,93.8389175257732
"414",0.25,-1.5,107.910019412808,99.9108171889578
"415",0.25,-1,110.325131810193,94.778697711414
"416",0.25,-0.5,123.828031266355,115.897431363013
"417",0.25,0,135.512505582849,109.475915569186
"418",0.25,0.5,126.99610119832,105.260359866949
"419",0.25,1,115.363735739521,93.1428798824364
"420",0.25,1.5,105.769997369351,85.6855408076814
"421",0.25,2,94.1058471983102,73.4016459541068
"422",0.25,2.5,87.3129496402878,69.2240416841389
"423",0.25,3,78.7732985885325,60.1119375263127
"424",0.25,3.5,76.6032875181611,56.6986825667627
"425",0.25,4,71.3996542073078,52.5768953068592
"426",0.26,-4,81.3912129864098,66.5743956587591
"427",0.26,-3.5,89.4704436860068,71.1992177951601
"428",0.26,-3,89.3484662576687,73.2033174164363
"429",0.26,-2.5,101.32576577468,87.4826468609506
"430",0.26,-2,96.4325442602881,93.8739993038635
"431",0.26,-1.5,100.850511815143,102.02168796234
"432",0.26,-1,101.429265665433,102.622356817157
"433",0.26,-0.5,126.305899675452,109.294805515346
"434",0.26,0,125.195997524242,113.099519556003
"435",0.26,0.5,110.546956703618,106.685126582278
"436",0.26,1,102.534533012292,97.6924831296368
"437",0.26,1.5,95.5781831758037,85.928207306712
"438",0.26,2,93.7022013985894,73.6091533674252
"439",0.26,2.5,82.8430034129693,65.0257375995174
"440",0.26,3,77.6270467725429,58.9349690294454
"441",0.26,3.5,79.3916590247501,57.334986212399
"442",0.26,4,72.1094430800919,49.9377464994788
"443",0.27,-4,83.2424324022233,71.0374594475656
"444",0.27,-3.5,90.2621629996901,72.4106841974422
"445",0.27,-3,83.848206792082,80.3447104875696
"446",0.27,-2.5,97.752954793597,86.7954838923286
"447",0.27,-2,96.4525552816513,99.518935097238
"448",0.27,-1.5,95.1473295431448,97.3789432862167
"449",0.27,-1,105.098311521074,101.342217535113
"450",0.27,-0.5,120.131648409661,105.229768786127
"451",0.27,0,126.696824706394,104.981138120219
"452",0.27,0.5,117.344852282901,107.784900894026
"453",0.27,1,110.196206352115,94.1545185106435
"454",0.27,1.5,101.01964374896,89.528622012393
"455",0.27,2,90.6330209762358,76.6336529466791
"456",0.27,2.5,76.4660035586151,67.4261098948131
"457",0.27,3,74.4337999375337,59.9552648431067
"458",0.27,3.5,71.3231941232485,57.9423115178039
"459",0.27,4,67.1731697217428,51.8217487016314
"460",0.28,-4,81.0016018114312,73.2294101609465
"461",0.28,-3.5,87.9461242411392,75.3227274607969
"462",0.28,-3,93.4343563949908,82.8104486796367
"463",0.28,-2.5,102.341113621777,85.0898000677736
"464",0.28,-2,96.784583485935,90.0487224442014
"465",0.28,-1.5,104.959449330882,95.354569117662
"466",0.28,-1,103.886813209458,103.620064034152
"467",0.28,-0.5,123.411807684486,112.402753766362
"468",0.28,0,112.491503546197,116.847752444391
"469",0.28,0.5,108.731235814873,103.839407800817
"470",0.28,1,107.321925984879,94.9917672091419
"471",0.28,1.5,99.3559918680329,85.9756649503132
"472",0.28,2,79.3831965202603,75.5436931365622
"473",0.28,2.5,71.4557045523681,66.6426346664823
"474",0.28,3,73.0564334085779,61.1967796034079
"475",0.28,3.5,68.6724074337974,58.4028423855507
"476",0.28,4,67.0815864463405,53.4353329664282
"477",0.29,-4,78.6272848991501,68.973062059559
"478",0.29,-3.5,89.1680635224712,73.3659020408803
"479",0.29,-3,91.4051124413525,81.6502960172228
"480",0.29,-2.5,96.66538344108,79.4840945943815
"481",0.29,-2,92.8945428773919,91.8582567463582
"482",0.29,-1.5,99.4547501836216,87.9924114263618
"483",0.29,-1,110.334790162698,107.919970359392
"484",0.29,-0.5,113.108303317634,110.087919693071
"485",0.29,0,109.604076635939,106.115770725389
"486",0.29,0.5,105.436985984015,101.848712071176
"487",0.29,1,103.620064034152,99.8888888888889
"488",0.29,1.5,97.7488724226804,86.0613565571833
"489",0.29,2,78.7644940773787,77.6281501556422
"490",0.29,2.5,75.7953135282233,67.5459851441728
"491",0.29,3,67.3670587848311,62.6930906363716
"492",0.29,3.5,68.1800307104603,59.6154388441698
"493",0.29,4,62.4356110224593,53.5838767042086
"494",0.3,-4,76.1058422005479,69.0122824974411
"495",0.3,-3.5,84.2410578286337,75.7112540274647
"496",0.3,-3,82.2218960299896,86.2444877542937
"497",0.3,-2.5,90.4364157223366,81.2531692493854
"498",0.3,-2,92.7379859089758,89.2813987039048
"499",0.3,-1.5,95.9138932021642,88.3607770807295
"500",0.3,-1,109.685523012552,103.537558118042
"501",0.3,-0.5,116.644982388569,109.331271395111
"502",0.3,0,107.034471720516,111.987881397638
"503",0.3,0.5,106.218274111675,100.885442082205
"504",0.3,1,99.9461663748772,96.6133702074464
"505",0.3,1.5,87.0833493892335,90.4708724461623
"506",0.3,2,78.1453897664835,80.2997221119492
"507",0.3,2.5,73.3389733208448,71.7117702670763
"508",0.3,3,63.4143061031955,64.1201096958318
"509",0.3,3.5,62.4118277265909,56.6861770081279
"510",0.3,4,60.2363051470588,55.4889406680642
"511",0.31,-4,76.7885409648789,74.9890154653095
"512",0.31,-3.5,76.2790161736361,76.8627492373785
"513",0.31,-3,83.348827863192,78.5241268087768
"514",0.31,-2.5,88.3951006931378,79.1124861782415
"515",0.31,-2,90.2163139897914,91.6905440117297
"516",0.31,-1.5,96.0927774739413,86.0189974681418
"517",0.31,-1,111.095647515918,99.0112038385535
"518",0.31,-0.5,112.564344344654,119.44612019866
"519",0.31,0,109.87400980762,106.979959550188
"520",0.31,0.5,106.541695996463,109.792835172788
"521",0.31,1,97.3516042780749,100.447543187151
"522",0.31,1.5,84.0569468047584,93.9903194578896
"523",0.31,2,77.6502244065194,78.5128382676575
"524",0.31,2.5,70.8500763774701,73.5350681525432
"525",0.31,3,62.0807540199398,62.2500484420652
"526",0.31,3.5,59.4467237092624,56.9383302968934
"527",0.31,4,55.8285678750898,55.9150197426123
"528",0.32,-4,75.7710397069841,74.7713633770679
"529",0.32,-3.5,77.9948231233822,76.85148268713
"530",0.32,-3,78.0825443120771,78.1086012650006
"531",0.32,-2.5,80.6368302934257,80.8825398784363
"532",0.32,-2,91.8582567463582,89.8483587622478
"533",0.32,-1.5,95.6237853169994,92.3740794249269
"534",0.32,-1,112.029996786303,92.5607730593014
"535",0.32,-0.5,108.310746937615,118.667511656331
"536",0.32,0,96.7588628189758,111.642965193927
"537",0.32,0.5,110.098461342038,111.8619159377
"538",0.32,1,98.9240738476586,100.259456151757
"539",0.32,1.5,82.0050201205229,90.6430491933878
"540",0.32,2,75.0835189309577,77.8946129819006
"541",0.32,2.5,68.1903170459405,71.6977272105681
"542",0.32,3,60.3933389299935,62.4203876254725
"543",0.32,3.5,56.5067066961772,56.4405242638681
"544",0.32,4,53.3907128309572,52.1405709621292
"545",0.33,-4,75.5123580047909,75.806535566683
"546",0.33,-3.5,79.5086839844906,75.9682203709092
"547",0.33,-3,80.5519911504425,79.6440528634361
"548",0.33,-2.5,80.9423769507803,86.3484605736089
